work_id,state,constituency,mp_name,work_category,sanction_amount,work_status,analysis_mode,effectively_completed,risk_score,risk_category,n_signals_available,split_payment_flag,is_govt_body,any_is_anomaly_v2,any_is_anomaly_lof,cost_deviation_pct,utilization_pct_completed,recommendation_to_sanction_days,rule_expenditure_over_sanction,rule_extreme_delay,rule_vendor_concentration,known_false_positive
WS/MP620/2024-2025/133166,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,497185.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,1.0,False,False,False,False
WS/MP620/2025-2026/133167,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Trust and Society,500000.0,Sanction,Early-Warning,False,13.066666666666666,Low,3,False,False,,,,,437.0,False,True,False,False
WS/MP620/2024-2025/133190,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Trust and Society,450000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,77.0,False,False,False,False
WS/MP620/2025-2026/133191,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,1500000.0,Work partially Completed,Early-Warning,False,5.6,Low,3,False,False,,,,,325.0,False,True,False,False
WS/MP620/2024-2025/133301,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,398009.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,44.0,False,False,False,False
WS/MP620/2024-2025/133303,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,399104.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,16.0,False,False,False,False
WS/MP620/2024-2025/133304,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,396154.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,44.0,False,False,False,False
WS/MP620/2025-2026/133305,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,400000.0,Sanction,Early-Warning,False,5.866666666666667,Low,3,False,False,,,,,329.0,False,True,False,False
WS/MP620/2024-2025/133306,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,495627.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,248.0,False,False,False,False
WS/MP620/2024-2025/133307,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,398955.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,39.0,False,False,False,False
WS/MP620/2024-2025/133308,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,399304.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,39.0,False,False,False,False
WS/MP620/2024-2025/133309,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,495031.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,248.0,False,False,False,False
WS/MP620/2024-2025/133310,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,247583.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,44.0,False,False,False,False
WS/MP620/2024-2025/133311,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,250000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,44.0,False,False,False,False
WS/MP620/2024-2025/133312,Karnataka,DHARWAD,Pralhad Venkatesh Joshi,Normal/Others,498091.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,16.0,False,False,False,False
WS/MP418/2024-2025/133409,Bihar,ARARIA,Pradeep Kumar Singh,Normal/Others,448127.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,2.0,False,False,False,False
WS/MP498/2024-2025/133447,West Bengal,BALURGHAT,Dr Sukanta Majumdar,Normal/Others,1602957.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,25.0,False,False,False,False
WS/MP577/2025-2026/133549,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Physical Inspection,Early-Warning,False,0.0,Low,3,False,False,,,,,268.0,False,False,False,False
WS/MP577/2025-2026/133550,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245697.0,Sanction,Early-Warning,False,13.733333333333333,Low,3,False,False,,,,,447.0,False,True,False,False
WS/MP577/2025-2026/133551,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,242105.0,Physical Inspection,Early-Warning,False,14.399999999999999,Low,3,False,False,,,,,457.0,False,True,False,False
WS/MP577/2025-2026/133552,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,268.0,False,False,False,False
WS/MP577/2025-2026/133553,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245697.0,Sanction,Early-Warning,False,13.733333333333333,Low,3,False,False,,,,,447.0,False,True,False,False
WS/MP577/2025-2026/133554,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245098.0,Sanction,Early-Warning,False,14.399999999999999,Low,3,False,False,,,,,457.0,False,True,False,False
WS/MP577/2025-2026/133556,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245697.0,Sanction,Early-Warning,False,13.733333333333333,Low,3,False,False,,,,,447.0,False,True,False,False
WS/MP577/2025-2026/133557,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,19.53333333333333,Low,3,False,False,,,,,534.0,False,True,False,False
WS/MP577/2025-2026/133558,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245697.0,Sanction,Early-Warning,False,13.733333333333333,Low,3,False,False,,,,,447.0,False,True,False,False
WS/MP577/2025-2026/133559,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245098.0,Sanction,Early-Warning,False,14.399999999999999,Low,3,False,False,,,,,457.0,False,True,False,False
WS/MP577/2025-2026/133560,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245826.0,Sanction,Early-Warning,False,14.399999999999999,Low,3,False,False,,,,,457.0,False,True,False,False
WS/MP577/2025-2026/133561,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245826.0,Sanction,Early-Warning,False,14.399999999999999,Low,3,False,False,,,,,457.0,False,True,False,False
WS/MP577/2025-2026/133562,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245697.0,Sanction,Early-Warning,False,13.733333333333333,Low,3,False,False,,,,,447.0,False,True,False,False
WS/MP577/2025-2026/133563,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245697.0,Sanction,Early-Warning,False,13.733333333333333,Low,3,False,False,,,,,447.0,False,True,False,False
WS/MP577/2025-2026/133564,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Physical Inspection,Early-Warning,False,19.53333333333333,Low,3,False,False,,,,,534.0,False,True,False,False
WS/MP577/2025-2026/133565,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Physical Inspection,Early-Warning,False,0.0,Low,3,False,False,,,,,268.0,False,False,False,False
WS/MP577/2025-2026/133566,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,13.733333333333333,Low,3,False,False,,,,,447.0,False,True,False,False
WS/MP577/2025-2026/133567,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245098.0,Physical Inspection,Early-Warning,False,14.399999999999999,Low,3,False,False,,,,,457.0,False,True,False,False
WS/MP577/2025-2026/133568,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245697.0,Sanction,Early-Warning,False,13.733333333333333,Low,3,False,False,,,,,447.0,False,True,False,False
WS/MP577/2025-2026/133569,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Physical Inspection,Early-Warning,False,0.0,Low,3,False,False,,,,,268.0,False,False,False,False
WS/MP577/2025-2026/133570,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,268.0,False,False,False,False
WS/MP577/2025-2026/133571,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,268.0,False,False,False,False
WS/MP577/2025-2026/133572,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245826.0,Sanction,Early-Warning,False,14.399999999999999,Low,3,False,False,,,,,457.0,False,True,False,False
WS/MP577/2025-2026/133573,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245697.0,Sanction,Early-Warning,False,13.733333333333333,Low,3,False,False,,,,,447.0,False,True,False,False
WS/MP577/2025-2026/133574,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245697.0,Sanction,Early-Warning,False,13.733333333333333,Low,3,False,False,,,,,447.0,False,True,False,False
WS/MP577/2024-2025/133575,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Work partially Completed,Early-Warning,False,0.0,Low,3,False,False,,,,,253.0,False,False,False,False
WS/MP577/2024-2025/133576,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,253.0,False,False,False,False
WS/MP577/2025-2026/133577,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,245826.0,Sanction,Early-Warning,False,14.399999999999999,Low,3,False,False,,,,,457.0,False,True,False,False
WS/MP577/2024-2025/133578,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,253.0,False,False,False,False
WS/MP577/2025-2026/133579,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,247496.0,Physical Inspection,Early-Warning,False,24.414362334560508,Low,6,False,False,False,False,3.539991198773302,,444.0,False,True,False,False
WS/MP577/2025-2026/133580,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,247496.0,Sanction,Early-Warning,False,13.533333333333333,Low,3,False,False,,,,,444.0,False,True,False,False
WS/MP577/2025-2026/133581,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,20.2,Low,3,False,False,,,,,544.0,False,True,False,False
WS/MP577/2025-2026/133582,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,20.2,Low,3,False,False,,,,,544.0,False,True,False,False
WS/MP577/2025-2026/133583,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,20.2,Low,3,False,False,,,,,544.0,False,True,False,False
WS/MP577/2024-2025/133584,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,249291.0,Physical Inspection,Early-Warning,False,0.0,Low,3,False,False,,,,,253.0,False,False,False,False
WS/MP577/2024-2025/133585,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Physical Inspection,Early-Warning,False,0.0,Low,3,False,False,,,,,253.0,False,False,False,False
WS/MP577/2024-2025/133586,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,249291.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,253.0,False,False,False,False
WS/MP577/2025-2026/133587,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,247496.0,Sanction,Early-Warning,False,13.533333333333333,Low,3,False,False,,,,,444.0,False,True,False,False
WS/MP577/2024-2025/133588,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Physical Inspection,Early-Warning,False,0.0,Low,3,False,False,,,,,253.0,False,False,False,False
WS/MP577/2025-2026/133589,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,20.2,Low,3,False,False,,,,,544.0,False,True,False,False
WS/MP577/2025-2026/133590,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,20.2,Low,3,False,False,,,,,544.0,False,True,False,False
WS/MP577/2025-2026/133591,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Physical Inspection,Early-Warning,False,20.2,Low,3,False,False,,,,,544.0,False,True,False,False
WS/MP577/2024-2025/133592,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,249291.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,253.0,False,False,False,False
WS/MP577/2025-2026/133593,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,350000.0,Sanction,Early-Warning,False,19.53333333333333,Low,3,False,False,,,,,534.0,False,True,False,False
WS/MP577/2025-2026/133594,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,20.2,Low,3,False,False,,,,,544.0,False,True,False,False
WS/MP577/2025-2026/133595,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,247496.0,Sanction,Early-Warning,False,13.533333333333333,Low,3,False,False,,,,,444.0,False,True,False,False
WS/MP577/2025-2026/133596,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,300000.0,Sanction,Early-Warning,False,20.2,Low,3,False,False,,,,,544.0,False,True,False,False
WS/MP577/2024-2025/133597,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,249291.0,Physical Inspection,Early-Warning,False,13.201449618804594,Low,6,False,False,False,False,8.342094286660377,,253.0,False,False,False,False
WS/MP577/2024-2025/133598,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,249291.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,253.0,False,False,False,False
WS/MP577/2025-2026/133599,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,20.2,Low,3,False,False,,,,,544.0,False,True,False,False
WS/MP577/2024-2025/133600,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,249291.0,Physical Inspection,Early-Warning,False,14.06395321454057,Low,6,False,False,False,False,4.806654625400773,,253.0,False,False,False,False
WS/MP577/2024-2025/133601,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,249291.0,Physical Inspection,Early-Warning,False,0.0,Low,3,False,False,,,,,253.0,False,False,False,False
WS/MP577/2025-2026/133602,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Physical Inspection,Early-Warning,False,22.076827149857163,Low,6,False,False,False,False,-0.20077720163074203,,544.0,False,True,False,False
WS/MP577/2025-2026/133603,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,20.2,Low,3,False,False,,,,,544.0,False,True,False,False
WS/MP577/2025-2026/133604,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,19.53333333333333,Low,3,False,False,,,,,534.0,False,True,False,False
WS/MP577/2025-2026/133605,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,19.53333333333333,Low,3,False,False,,,,,534.0,False,True,False,False
WS/MP577/2024-2025/133606,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,242.0,False,False,False,False
WS/MP577/2024-2025/133607,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,242.0,False,False,False,False
WS/MP577/2024-2025/133608,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,242.0,False,False,False,False
WS/MP577/2025-2026/133609,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,19.53333333333333,Low,3,False,False,,,,,534.0,False,True,False,False
WS/MP577/2026-2027/133610,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,31.46666666666667,Medium,3,False,False,,,,,713.0,False,True,False,False
WS/MP577/2025-2026/133611,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,19.53333333333333,Low,3,False,False,,,,,534.0,False,True,False,False
WS/MP577/2024-2025/133612,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,0.0,Low,3,False,False,,,,,242.0,False,False,False,False
WS/MP577/2025-2026/133613,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,19.53333333333333,Low,3,False,False,,,,,534.0,False,True,False,False
WS/MP577/2025-2026/133614,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,250000.0,Sanction,Early-Warning,False,19.53333333333333,Low,3,False,False,,,,,534.0,False,True,False,False
WS/MP18152/2024-2025/133686,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,300000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP18152/2024-2025/133687,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,300000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP18152/2024-2025/133688,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,300000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP18152/2024-2025/133689,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,300000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP18152/2024-2025/133690,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,300000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP18152/2024-2025/133691,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,300000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP18152/2024-2025/133692,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,299155.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,42.0,False,False,False,False
WS/MP18152/2024-2025/133693,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,300000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP18152/2024-2025/133694,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,300000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP18152/2024-2025/133695,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,197304.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,42.0,False,False,False,False
WS/MP18152/2024-2025/133696,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,84500.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP18152/2024-2025/133697,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,298940.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,42.0,False,False,False,False
WS/MP18152/2024-2025/133698,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,250000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,42.0,False,False,False,False
WS/MP18152/2024-2025/133699,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,84500.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,42.0,False,False,False,False
WS/MP18152/2024-2025/133700,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,100000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,163.0,False,False,False,False
WS/MP18152/2024-2025/133701,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,84500.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP18152/2024-2025/133702,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,84500.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,42.0,False,False,False,False
WS/MP18152/2024-2025/133703,Punjab,FARIDKOT(SC),SARABJEET SINGH KHALSA,Normal/Others,84500.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,11.0,False,False,False,False
WS/MP577/2024-2025/133772,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,225200.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,172.0,False,False,False,False
WS/MP577/2024-2025/133773,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,328900.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,172.0,False,False,False,False
WS/MP577/2024-2025/133774,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,288400.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,172.0,False,False,False,False
WS/MP577/2024-2025/133775,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,292600.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,172.0,False,False,False,False
WS/MP577/2024-2025/133776,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,289800.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,172.0,False,False,False,False
WS/MP641/2024-2025/133904,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,1000000.0,Vendor Identification,Early-Warning,False,0.0,Low,3,False,False,,,,,183.0,False,False,False,False
WS/MP641/2024-2025/133905,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,250000.0,Work Completed,Audit,True,0.0,Low,4,False,False,,,,100.0,167.0,False,False,False,False
WS/MP641/2024-2025/133906,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,500000.0,Work partially Completed,Early-Warning,False,0.0,Low,3,False,False,,,,,167.0,False,False,False,False
WS/MP641/2024-2025/133909,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,250000.0,Vendor Identification,Early-Warning,False,0.0,Low,3,False,False,,,,,92.0,False,False,False,False
WS/MP641/2024-2025/133910,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,200000.0,Vendor Identification,Early-Warning,False,0.0,Low,3,False,False,,,,,95.0,False,False,False,False
WS/MP641/2024-2025/133911,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,500000.0,Vendor Identification,Early-Warning,False,0.0,Low,3,False,False,,,,,91.0,False,False,False,False
WS/MP641/2024-2025/133912,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,1000000.0,Vendor Identification,Early-Warning,False,0.0,Low,3,False,False,,,,,92.0,False,False,False,False
WS/MP641/2024-2025/133913,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,500000.0,Vendor Identification,Early-Warning,False,0.0,Low,3,False,False,,,,,248.0,False,False,False,False
WS/MP641/2024-2025/133919,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,200000.0,Work Completed,Audit,True,0.0,Low,4,False,False,,,,100.0,149.0,False,False,False,False
WS/MP641/2025-2026/133920,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,500000.0,Vendor Identification,Early-Warning,False,0.0,Low,3,False,False,,,,,294.0,False,False,False,False
WS/MP641/2025-2026/133921,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,500000.0,Vendor Identification,Early-Warning,False,0.0,Low,3,False,False,,,,,287.0,False,False,False,False
WS/MP641/2024-2025/133929,Madhya Pradesh,KHARGONE(ST),Gajendra Singh Patel,Normal/Others,200000.0,Vendor Identification,Early-Warning,False,0.0,Low,3,False,False,,,,,248.0,False,False,False,False
WS/MP423/2024-2025/133940,Bihar,JHANJHARPUR,Ramprit Mandal,Normal/Others,1451000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,213.0,False,False,False,False
WS/MP423/2024-2025/133941,Bihar,JHANJHARPUR,Ramprit Mandal,Normal/Others,1451000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,213.0,False,False,False,False
WS/MP423/2024-2025/133944,Bihar,JHANJHARPUR,Ramprit Mandal,Normal/Others,1451000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,213.0,False,False,False,False
WS/MP423/2024-2025/133945,Bihar,JHANJHARPUR,Ramprit Mandal,Normal/Others,1451000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,213.0,False,False,False,False
WS/MP423/2024-2025/133946,Bihar,JHANJHARPUR,Ramprit Mandal,Normal/Others,1451000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,213.0,False,False,False,False
WS/MP423/2024-2025/133947,Bihar,JHANJHARPUR,Ramprit Mandal,Normal/Others,994000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,232.0,False,False,False,False
WS/MP423/2024-2025/133949,Bihar,JHANJHARPUR,Ramprit Mandal,Normal/Others,1451000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,213.0,False,False,False,False
WS/MP423/2024-2025/133955,Bihar,JHANJHARPUR,Ramprit Mandal,Normal/Others,1451000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,213.0,False,False,False,False
WS/MP423/2024-2025/133959,Bihar,JHANJHARPUR,Ramprit Mandal,Normal/Others,1451000.0,Physical Inspection,Audit,True,0.0,Low,4,False,False,,,,100.0,213.0,False,False,False,False
WS/MP423/2024-2025/133960,Bihar,JHANJHARPUR,Ramprit Mandal,Normal/Others,1451000.0,Physical Inspection,Early-Warning,False,0.0,Low,3,False,False,,,,,213.0,False,False,False,False
